Tier	vCPU	Memory GiB	Disk GB	Net Gbps In	Net Gbps Out	Disk RIOPS	Disk WIOPS	Cost OD	Perf Score	Unnamed: 10	Tier.1	Provider	Instance	Broker Count	vCPU Reserved	Egress Limit (legacy)	Ingress Limit (legacy)	Partition Limit	Connection Limit	Egress flex	Ingress flex
1	4	8	200.0	2.0	2.0			0.074	1		1	oci	VM.Standard.E4.Flex (2 OCPU/8GB)	3	1	60	20	2000	9000	150	50
